,Unnamed: 0,openalex_id,doi,openalex_title,type,publication_date,openalex_publication_year,openalex_volume,issue,first_page,last_page,authors,keywords,abstract,openalex_source_title,source_issn,source_type,cited_by_count,referenced_works,openalex_name_1st_author,uuid,matched,score
1914,1936,https://openalex.org/W4297834612,,metal fluoride passivation coatings prepared by atomic layer deposition for li-ion batteries,article,2021-09-14,2021,,,,,"Anil U. Mane, Jeffrey W. Elam, Joong Sun Park, Jason R. Croy","Passivation, Deposition",,osti oai (u.s. department of energy office of scientific and technical information),,repository,0,[],Mane,,False,
1915,1937,https://openalex.org/W3093809934,,atomic layer deposition of low-dimensional transition metal di-and tri-chalcogenides and their heterostructures,article,2020-11-12,2020,,,,,Saravana Balaji Basuvalingam,Deposition,,,,,0,[],Basuvalingam,,False,
1916,1938,https://openalex.org/W3004452713,,reliable growth of tan superconducting film with atomic layer deposition for quantum circuit applications,article,2020-03-03,2020,,,,,"Wonho Song, Sungchul Jung, Jun‐Hyung Kim, Gahyun Choi, Joonyoung Lee, Yonuk Chong, Kibog Park",Deposition,,bulletin of the american physical society,['0003-0503'],journal,0,[],Song,,False,
1917,1939,https://openalex.org/W3045212063,,ractive md simulation on the formation of amorphous alumina layer using atomic layer deposition (ald),article,2020-01-01,2020,,,,,Yuxuan Lu,Deposition,,,,,0,[],Lu,,False,
1918,1940,https://openalex.org/W3154348306,,atomic layer deposition of oxide materials for passivated carrier selective contact solar cells,article,2020-01-01,2020,,,,,Geoffrey Gregory,Deposition,,,,,0,"['https://openalex.org/W1155250793', 'https://openalex.org/W1464307798', 'https://openalex.org/W1543323420', 'https://openalex.org/W1668040035', 'https://openalex.org/W171884523', 'https://openalex.org/W1944080444', 'https://openalex.org/W1944404526', 'https://openalex.org/W1964671157', 'https://openalex.org/W1967691238', 'https://openalex.org/W1968327259', 'https://openalex.org/W1968360573', 'https://openalex.org/W1976344960', 'https://openalex.org/W1977053792', 'https://openalex.org/W1978253377', 'https://openalex.org/W1984625256', 'https://openalex.org/W1986009310', 'https://openalex.org/W1987266183', 'https://openalex.org/W1988120444', 'https://openalex.org/W1995045844', 'https://openalex.org/W1998534931', 'https://openalex.org/W1999922843', 'https://openalex.org/W1999936993', 'https://openalex.org/W2002877186', 'https://openalex.org/W2004468406', 'https://openalex.org/W2008639551', 'https://openalex.org/W2016062851', 'https://openalex.org/W2023603575', 'https://openalex.org/W2027698825', 'https://openalex.org/W2027716939', 'https://openalex.org/W2028650021', 'https://openalex.org/W2028650156', 'https://openalex.org/W2029752346', 'https://openalex.org/W2033464803', 'https://openalex.org/W2038119685', 'https://openalex.org/W2038874451', 'https://openalex.org/W2041698310', 'https://openalex.org/W2044074817', 'https://openalex.org/W2055309078', 'https://openalex.org/W2059347263', 'https://openalex.org/W2063270547', 'https://openalex.org/W2068145987', 'https://openalex.org/W2073998446', 'https://openalex.org/W2075786371', 'https://openalex.org/W2079318251', 'https://openalex.org/W2080243196', 'https://openalex.org/W2088357490', 'https://openalex.org/W2102313092', 'https://openalex.org/W2112588667', 'https://openalex.org/W2121260306', 'https://openalex.org/W2131532072', 'https://openalex.org/W2137073862', 'https://openalex.org/W2154027555', 'https://openalex.org/W2154322410', 'https://openalex.org/W2158932701', 'https://openalex.org/W2161361838', 'https://openalex.org/W2166519846', 'https://openalex.org/W2237868774', 'https://openalex.org/W2313202673', 'https://openalex.org/W2326212251', 'https://openalex.org/W2346325113', 'https://openalex.org/W2431793660', 'https://openalex.org/W2461910263', 'https://openalex.org/W2473262593', 'https://openalex.org/W2523210041', 'https://openalex.org/W2551561054', 'https://openalex.org/W2563461056', 'https://openalex.org/W2574316375', 'https://openalex.org/W2595422230', 'https://openalex.org/W2597852060', 'https://openalex.org/W2611545702', 'https://openalex.org/W2613868856', 'https://openalex.org/W2778206059', 'https://openalex.org/W2785379241', 'https://openalex.org/W2803458921', 'https://openalex.org/W2804369683', 'https://openalex.org/W2809166355', 'https://openalex.org/W2885497808', 'https://openalex.org/W2887633721', 'https://openalex.org/W2888567749', 'https://openalex.org/W2898002860', 'https://openalex.org/W2900958740', 'https://openalex.org/W2921642812', 'https://openalex.org/W2922224149', 'https://openalex.org/W2944154018', 'https://openalex.org/W2964787668', 'https://openalex.org/W2966376266', 'https://openalex.org/W2988481868', 'https://openalex.org/W2999566371', 'https://openalex.org/W3007029163', 'https://openalex.org/W3010984146', 'https://openalex.org/W3092557577', 'https://openalex.org/W3152386872', 'https://openalex.org/W619016383', 'https://openalex.org/W638157827', 'https://openalex.org/W651142131']",Gregory,,False,
1919,1941,https://openalex.org/W3089048362,,piezoelectricity of zinc oxide thin films deposited by plasma enhanced atomic layer deposition,article,2020-09-28,2020,,,,,"Taher Abu Ali, Julian Pilz, Philipp Schäffner, Barbara Stadlober, Anna Maria Coclite",Deposition,,,,,0,[],Ali,,False,
1920,1942,https://openalex.org/W4391461393,,atomic layer deposition of nb-doped sno2 thin films: deposition process and properties of the film,article,2023-11-22,2023,,,,,"Getaneh Diress Gesesse, Damien Coutancier, Mirella Al Katrib, Frédérique Donsanti, Muriel Bouttemy, Nathanaëlle Schneider","Deposition, Layer by layer",,,,,0,[],Gesesse,,False,
1921,1943,https://openalex.org/W4405147231,,improvement of mechanical properties of nanoparticles-based thin films by using atomic layer deposition,article,2021-01-01,2021,,,,,"Fatma Trabelsi, Marc Fivel, Rached Salhi, F. Mercier, E. Blanquet","Deposition, Layer by layer",,,,,0,[],Trabelsi,,False,
1922,1944,https://openalex.org/W3122502572,,kinetic monte carlo investigations involving atomic layer deposition of metal-oxide thinfilms,article,2020-01-01,2020,,,,,David Tyler Magness,"Kinetic Monte Carlo, Deposition",,,,,0,[],Magness,,False,
1923,1945,https://openalex.org/W3098081475,,composition-controlled atomic layer deposition of lithium phosphorus oxynitride for lithium metal microbatteries,article,2020-08-01,2020,,,,,Seonghwan Hong,"Deposition, Lithium metal",,,,,0,[],Hong,,False,
1924,1946,https://openalex.org/W3092052689,,atomic layer deposition of electrocatalysts: from processing on 3d substrates to new synthetic pathways,article,2020-10-07,2020,,,,,Valerio Di Palma,Deposition,,,,,0,"['https://openalex.org/W2114572722', 'https://openalex.org/W2996279516']",Palma,,False,
1925,1947,https://openalex.org/W3202066762,,fe 2 o 3 fabrication by using room-temperature atomic layer deposition,article,2021-07-06,2021,,,,,"Issei Nagata, Kazuki Yoshida, Kentaro Saito, Masanori Miura, Kensaku Kanomata, Fumihiko Hirose","Deposition, Layer by layer",,the japan society of applied physics,,journal,0,[],Nagata,,False,
1926,1948,https://openalex.org/W4392445233,,development of a plasma source dedicated to the enhancement of the atmospheric pressure spatial atomic layer deposition.,article,2023-09-10,2023,,,,,"Tian Tian, Gervais Ndiffo Yemeli, Hervé Rabat, Olivier Aubry, Gilles Charles, Julien Lemaire, Dunpin Hong",Deposition,,,,,0,[],Tian,,False,
1927,1949,https://openalex.org/W4406340670,,development and characterization of copper corrosion protection coatings by atomic layer deposition: application to microelectronics,article,2022-08-29,2022,,,,,"Romain Haeffele, Sabrina Marcelin, Lucile Broussous, Lucie Mazet, O. Kermarrec, Bernard Normand","Microelectronics, Characterization, Deposition",,,,,0,[],Haeffele,,False,
1928,1950,https://openalex.org/W3129496649,,high-q nanophotonic resonators on diamond membranes using atomic layer deposition tio 2,article,2021-03-18,2021,,,,,"Amy Butcher, Xinghan Guo, Robert Shreiner, Nazar Delegan, Kai Hao, Peter Duda, D. D. Awschalom, F. Joseph, Alexander A. High","Nanophotonics, Deposition",,bulletin of the american physical society,['0003-0503'],journal,0,[],Butcher,,False,
1929,1951,https://openalex.org/W3156240992,,fabrication of single-electron devices in use of shadow evaporation combined with in-situ atomic-layer deposition,article,2020-07-09,2020,,,,,"Takehiro Koike, Hiroki Konno, Mizugaki Yoshinao, Shimada Hiroshi, Masanori Miura, Kensaku Kanomata, Fumihiko Hirose","Deposition, Shadow mask, Layer by layer",,the japan society of applied physics,,journal,0,[],Koike,,False,
1930,1952,https://openalex.org/W3162513500,,study of metal catalysts supported on thin films of perovskites prepared by atomic layer deposition (ald),article,2021-01-01,2021,,,,,Xinyu Mao,"Deposition, Atomic layer epitaxy",,,,,0,[],Mao,,False,
1931,1953,https://openalex.org/W3202159373,,room-temperature atomic layer deposition of silica and aluminosilicate multiple layers and its application for ion sorption,article,2021-07-06,2021,,,,,"Takeru Saito, Kentaro Saito, Masanori Miura, Kensaku Kanomata, Fumihiko Hirose",Deposition,,the japan society of applied physics,,journal,0,[],Saito,,False,
1932,1954,https://openalex.org/W3197512958,,atomic layer deposition on alkali transition metal oxides as cathode materials for sodium ion batteries,article,2021-01-01,2021,,,,,"Stephanie McCallum, Claire Xiong, Eric Gabriel, Kincaid Graff, Angel Conrado, Dylan Melander, Sara Kuraitis",Deposition,,,,,0,[],McCallum,,False,
1933,1955,https://openalex.org/W3033220005,,a study on low temperature atomic layer deposition of aluminum nitride using plasma excited ammonia,article,2020-01-28,2020,,,,,"Kentaro Saito, Kazuki Yoshida, Kensaku Kanomata, Masanori Miura, Bashir Ahmmad, Shigeru Kubota, Fumihiko Hirose",Deposition,,the japan society of applied physics,,journal,0,[],Saito,,False,
1934,1956,https://openalex.org/W3137356952,,characterization of low dielectric sioc films deposited via hydrogen plasma atomic layer deposition,article,2020-02-01,2020,,,,,Yurim Kwon,"Characterization, Deposition",,,,,0,[],Kwon,,False,
1935,1957,https://openalex.org/W3171139077,,development of hafnium and aluminum oxide processes in a new laminar flow atomic layer deposition reactor,article,2021-05-18,2021,,,,,Mikko Näsi,"Deposition, Aluminum Oxide, Hafnium",,,,,0,[],Näsi,,False,
1936,1958,https://openalex.org/W3154775523,,investigation of high-surface-area titanate (atio3) thin films prepared by atomic layer deposition,article,2021-01-01,2021,,,,,Chao Lin,Deposition,,,,,0,[],Lin,,False,
1937,1959,https://openalex.org/W4405418304,,atomic layer deposition for complex-shape and temperature sensitive objects: towards new functions and products,article,2021-04-25,2021,,,,,F. Mercier,"Deposition, Layer by layer",,,,,0,[],Mercier,,False,
1938,1960,https://openalex.org/W3122783478,,effect of processing parameters on inverse alumina opal photonic crystals produced by atomic layer deposition,article,2020-01-01,2020,,,,,Heloísa Gonçalves Campos,Deposition,,,,,0,[],Campos,,False,
1939,1961,https://openalex.org/W3015454702,,atomic layer deposition of al₂o₃ using trimethylaluminum and h₂o: the kinetics of the h₂o half-cycle,article,2020-01-01,2020,,,,,"Brent A. Sperling, Berç Kalanyan, James E. Maslar",Deposition,"Atomic layer deposition (ALD) of Al₂O₃ using trimethylaluminum and H₂O is known to proceed through sequential surface reactions that leave the surface alternately terminated with AlCH₃ and OH groups. Using in situ reflection–absorption infrared spectroscopy in a flow reactor, we monitor the consumption of AlCH₃ groups by brief pulses of H₂O at temperatures between 105 and 300 °C. At low temperatures, the surface reactions occur by what appears to be two stages that can be fit to a biexponential decay. Rate laws based on species of AlCH₃ groups that also predict a biexponential decay are found to depend on unrealistic activation energies for their constituent reactions when applied to the data. However, a model in which the effective activation energy changes linearly with AlCH₃ coverage does adequately fit the data. This model produces the apparent biexponential decay at low temperatures, and it confirms prior suggestions of a coverage dependence in the rate constant. The decrease in the effective activation energy with increasing coverage can be interpreted in terms of a cooperative effect between adjacent AlCH₃ groups. These findings may provide a framework for further studies, and both the kinetic model and parametric fits to the data may be useful in the construction of models of this important ALD process.",the journal of physical chemistry,"['0022-3654', '1541-5740']",journal,0,[],Sperling,,False,
1940,1962,https://openalex.org/W3203893431,,low temperature and high-quality neutral beam enhanced atomic layer deposition of hafnium dioxide,article,2021-07-06,2021,,,,,"Ge Beibei, Daisuke Ohori, Hua Hsuan Chen, Takuya Ozaki, Kazuhiko Endo, Seiji Samukawa","Hafnium, Deposition",,the japan society of applied physics,,journal,0,[],Beibei,,False,
